Class,Confidence,top,left,bottom,right,Width,Height,Model,Inference Time (Sec),Driving Condition,ImageID
8,0.013347522,0.25487438,0.43183205,0.8141629,0.9087072,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.012234887,0.5079226,0.43115753,0.7589131,0.81208426,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.01191704,0.6021941,0.38967603,0.84774196,0.77162415,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.011265729,0.6595044,0.62542534,0.8120912,0.8082513,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
3,0.009147746,0.6039847,0.6472354,0.8524859,0.83718765,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.007145934,0.26042235,0.3329348,0.5748416,0.8939419,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.0070917974,0.60693246,0.8307102,0.6931556,0.9060775,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.0062640123,0.055384524,0.3266038,0.69679517,0.90568465,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.004674388,0.37505025,0.028049707,0.6841736,0.29723594,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.0042082807,0.23856492,0.433361,0.61905175,0.750008,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.0037219687,0.21986233,0.45566183,0.48700196,0.9737322,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.00350478,0.45932126,0.393122,0.7236755,0.75835127,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
3,0.0033559254,0.32410038,0.13200442,0.8699823,0.5261859,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.0030688918,0.4201706,0.14349167,0.5650578,0.32764468,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.0028667995,0.29148155,0.4570741,0.5509288,0.93447185,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.0027299644,0.49722978,0.054931335,0.79101837,0.41879687,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.0027277742,0.2571555,0.4926777,0.5408437,0.97512287,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
2,0.0025686258,0.24365745,0.49184063,0.54712975,0.99058396,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.0024383764,0.099503785,0.44189277,0.8959379,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
4,0.0020621505,0.3241811,0.51428515,0.61251974,0.8969809,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.0017947268,0.6022208,0.011092033,0.8400178,0.43327013,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.0017444396,0.12288404,0.18714169,0.8834634,0.9331291,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.0017244144,0.37600532,0.42160708,0.9307815,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.0016746579,0.41043118,0.11501653,0.5593975,0.3746552,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.0016481766,0.46876925,0.12291202,0.9546864,0.78264785,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
10,0.0016217696,0.30006436,0.43521798,0.5520595,0.8577294,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.0014834399,0.0859596,0.41049007,0.8146738,0.76035625,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.0014793904,0.19887136,0.3149467,0.9157363,0.6738837,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
4,0.0014231586,0.08867638,0.4186451,0.7667672,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.0013938809,0.31730127,0.39854398,0.873295,0.8191995,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.0013610297,0.0650957,0.21439117,0.632149,0.9771991,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
7,0.0013440442,0.2745642,0.42508698,0.62493926,0.8897799,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
3,0.0013365713,0.3999825,0.13072933,0.8039848,0.44501904,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.0013232019,0.49647936,0.54563755,0.7859045,0.86872596,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
4,0.0012948385,0.18521978,0.2969831,0.708101,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.0012917672,0.42303923,0.04067871,0.9363095,0.60766965,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.0012847187,0.37851036,0.35312453,0.63588655,0.9266521,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.001231787,0.14257348,0.0,0.63032603,0.9257173,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.0012227042,0.46911165,0.12504499,0.57638305,0.3185791,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.0011396377,0.18164745,0.33909354,1.0,0.84764695,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
6,0.0011289205,0.3458001,0.41948405,0.581718,0.87853086,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.0011084775,0.24850816,0.6212033,0.90906173,0.91821223,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.0010882125,0.2866148,0.0,0.6313855,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
7,0.0010822532,0.1430263,0.06886394,0.7398339,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.0010699155,0.44170243,0.0,0.7249963,0.41591987,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.0010443704,0.34065574,0.48761797,0.8643324,0.94089997,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.0010198865,0.27938554,0.3247428,0.55403906,0.77734303,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.0009639655,0.396171,0.13604954,0.927016,0.64968306,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.0009603849,0.30569637,0.23240569,0.4690145,0.928053,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.0009576435,0.22244428,0.21633613,0.7946462,0.625058,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
3,0.0009512754,0.42743587,0.16821563,0.5908821,0.3820368,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.00092389074,0.011451798,0.25976193,0.8070865,0.65743613,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.00092136365,0.13669255,0.13977762,1.0,0.6539926,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.0009181479,0.37673473,0.5355036,0.68977654,0.8658477,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
3,0.0008814815,0.29012334,0.09457897,0.8649323,0.39977092,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.0008813128,0.14574857,0.056749668,0.7266013,0.6741216,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.00086030364,0.5270445,0.2671926,0.9992867,0.98910755,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
10,0.00085207785,0.0,0.33933884,0.68997145,0.8280621,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
2,0.0008389013,0.013023707,0.18839607,0.7284795,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
4,0.0008120423,0.3268488,0.52565694,1.0,0.894549,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.0008052808,0.15716533,0.42178813,0.41533816,0.96785307,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.0007879046,0.08186552,0.5096828,0.8106859,0.8829016,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
4,0.0007846632,0.32557476,0.3968399,1.0,0.77483475,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.00077496795,0.36312783,0.2155762,0.54377353,0.95070267,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
3,0.00077479647,0.60344815,0.8537174,0.6991281,0.9109801,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.00075459987,0.36612353,0.0,0.7488066,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.00075369066,0.115143865,0.3470767,0.7875637,0.79901147,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.0007364788,0.4715556,0.0,0.94802535,0.42741525,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.0007292088,0.37352404,0.10722107,0.8240575,0.78007287,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.00070987706,0.03650515,0.5524709,0.69302434,0.9672692,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
7,0.00066441955,0.042908683,0.24894558,0.83510137,0.94077927,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.0006598171,0.183876,0.21687296,0.84849304,0.77220434,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.0006538215,0.5248999,0.14481376,0.92950726,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.00064702827,0.31784934,0.4399484,0.6302001,0.8805435,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
2,0.0006468799,0.3254358,0.4623749,1.0,0.9423828,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
10,0.0006462777,0.035290733,0.19617897,0.671302,0.93079877,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.0006415856,0.22546631,0.13155532,1.0,0.5347133,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.00063212105,0.43354112,0.2086303,0.9624616,0.70790315,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
10,0.0006289982,0.31929177,0.31625956,0.8816966,0.72560394,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.00062875275,0.31495064,0.0,0.9196711,0.487619,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
4,0.0006268034,0.41494706,0.33815315,1.0,0.9768792,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.00059274153,0.36009845,0.47609705,0.6079549,0.95433545,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.0005915732,0.62844855,0.61052376,0.77099615,0.8025964,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
3,0.00055486045,0.16782616,0.5011177,0.7631126,0.9239859,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
10,0.00054615154,0.3235923,0.41700035,0.91024446,0.83124393,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.00053745543,0.37141815,0.22321357,0.91902333,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.0005185338,0.16948457,0.39045703,0.51650304,0.881669,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.0005163316,0.4821238,0.0,0.9936827,0.4873545,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
3,0.00046891073,0.65016824,0.6267919,0.7245734,0.75219613,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.00044512082,0.11291209,0.11621303,0.74041647,0.833636,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
2,0.00044258937,0.24066435,0.33187896,1.0,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.0004293718,0.60260165,0.0,0.98960036,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.00042862858,0.3260454,0.23249036,0.5787705,0.7690709,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.00041451372,0.468011,0.14808773,0.58507824,0.40681362,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
4,0.00041223923,0.21045299,0.5237741,0.48390758,0.8891409,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.00041124207,0.25577894,0.33317074,0.6388109,0.67726547,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.00040656244,0.42753708,0.48053786,0.8632308,0.9404876,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
2,0.00040184715,0.37651557,0.31597063,0.99249476,0.8648241,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.00040143865,0.46019414,0.2974915,0.95304525,0.78141797,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.0003943644,0.2902145,0.44921768,0.6622188,0.83749616,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
11,0.00038793692,0.0,0.17982231,1.0,0.5212113,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.00038669864,0.3086506,0.1290118,0.7899175,0.94629943,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.00038631968,0.011877493,0.41746923,0.58555734,0.94143194,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
11,0.00037166174,0.0,0.4376502,1.0,0.7263647,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
4,0.00036519443,0.048622336,0.45155105,0.9916393,0.8598628,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
6,0.00036321118,0.18112509,0.0,0.6341836,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
7,0.00035015412,0.30543888,0.33455795,1.0,0.9341764,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
10,0.00034800038,0.0,0.46365175,0.85414636,0.7871808,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.00033980398,0.42046767,0.079215676,0.7414081,0.46623564,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
2,0.00033970914,0.0,0.35680464,0.8391722,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
2,0.00033914938,0.39410365,0.030370465,0.6927986,0.56325454,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
4,0.00033403843,0.2383408,0.58493054,0.52347624,0.97952527,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
11,0.00033149763,0.0,0.31076214,1.0,0.6556869,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.00032960146,0.2705772,0.17229679,0.72710705,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.00032227358,0.47128287,0.020238455,0.89526635,0.5284157,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.00032157198,0.34647846,0.29500002,0.87864757,0.7197604,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
2,0.00031907787,0.35770652,0.41117853,0.64084274,0.96871394,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
4,0.0003134606,0.05740003,0.5714295,0.68169516,0.97026634,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
4,0.00031198064,0.1901005,0.60066026,1.0,0.9821359,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
10,0.00030526507,0.0,0.52314657,0.6320088,0.87053597,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.00030321322,0.26998794,0.25707507,0.42034557,0.91120774,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
10,0.0003005306,0.23182198,0.5466633,0.8999867,0.92479694,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
3,0.0002955191,0.21876237,0.47198385,0.3488584,0.721532,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
6,0.0002938807,0.29664272,0.37669188,0.5285383,0.8517935,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
11,0.00028995637,0.16675441,0.5510553,1.0,0.89607924,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.00028556955,0.4269604,0.20621249,0.62148833,0.95600003,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
10,0.0002853661,0.214304,0.3990641,0.47989905,0.81378293,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.00028472467,0.10044713,0.21293221,0.579188,0.79959136,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
11,0.0002762991,0.041863684,0.4038668,0.7685778,0.8165102,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
4,0.00026985502,0.0394693,0.5305648,0.9484264,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.00026934635,0.6432248,0.55983394,0.7874873,0.84793395,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
2,0.00026612525,0.2150762,0.36907476,0.48958257,0.8913983,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.0002583166,0.3266304,0.0,0.6442057,0.40380102,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.0002528236,0.39013338,0.39540523,0.94102,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
10,0.0002481299,0.1591813,0.23097672,0.8922067,0.64189863,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.00024556348,0.31032145,0.05101284,1.0,0.4485027,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.00023997642,0.4594232,0.40539634,0.98486567,0.8991906,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.00023948796,0.2903317,0.17303409,0.5452839,0.68015546,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
7,0.00023759203,0.19171728,0.4475556,0.5520778,0.94479805,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.00023121084,0.17804544,0.0,0.7704224,0.4495485,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.00022782339,0.010929616,0.5531338,0.7333913,0.9947521,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
8,0.00022717845,0.582016,0.27853882,0.84015423,0.69797254,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.00022695975,0.30058736,0.37533537,0.84140617,0.85642,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
5,0.0002195557,0.27370754,0.33313724,0.70819527,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
7,0.00021480735,0.4177119,0.43587017,0.70513046,0.8496263,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.00021212082,0.3129846,0.47744277,0.6000397,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
1,0.0002077305,0.23619886,0.20607547,0.4939671,0.6875453,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
3,0.00020760491,0.269598,0.53919584,0.97920007,0.874702,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
10,0.0002072605,0.19883534,0.49020734,0.5032122,0.931329,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.00020247244,0.61139935,0.7955055,0.66965824,0.9072918,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
13,0.00019988445,0.15772898,0.0082361605,0.89622045,0.41117817,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
10,0.00019720089,0.0,0.52250206,0.81498295,0.9721383,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
7,0.00019427827,0.41680983,0.0,1.0,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.00018708274,0.43398774,0.045932446,0.6663093,0.6152981,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.00018487484,0.39094463,0.31959438,0.85151726,1.0,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
9,0.00018382767,0.04617485,0.14043017,0.8360581,0.55656195,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
7,0.0001796681,0.4222145,0.0,0.7392399,0.4773345,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
7,0.00017845389,0.085212305,0.2091521,1.0,0.7703369,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
11,0.00017740931,0.0,0.50518346,1.0,0.78367776,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
12,0.00017549012,0.42739493,0.5083289,0.66520286,0.96657735,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
2,0.00017482282,0.33575904,0.25799972,0.9266688,0.7276149,600,450,faster_rcnn_inception_v2_coco_custom,1.2728466987609863,day,000000154000_reSized.jpg
